0,1
230,1
270,1
251,1
249,1
210,2
229,2
231,2
290,2
271,2
269,2
252,2
248,2
190,3
211,3
209,3
228,3
232,3
310,3
291,3
289,3
272,3
268,3
253,3
247,3
170,4
191,4
189,4
212,4
208,4
227,4
233,4
330,4
309,4
311,4
292,4
288,4
273,4
267,4
254,4
246,4
150,5
171,5
169,5
192,5
188,5
213,5
207,5
226,5
234,5
350,5
329,5
331,5
308,5
312,5
293,5
287,5
274,5
266,5
255,5
245,5
130,6
151,6
149,6
172,6
168,6
193,6
187,6
214,6
206,6
225,6
235,6
370,6
349,6
351,6
328,6
332,6
307,6
313,6
294,6
286,6
275,6
265,6
256,6
244,6
110,7
131,7
129,7
152,7
148,7
173,7
167,7
194,7
186,7
215,7
205,7
224,7
236,7
390,7
371,7
369,7
348,7
352,7
327,7
333,7
306,7
314,7
295,7
285,7
276,7
264,7
257,7
243,7
90,8
109,8
111,8
132,8
128,8
153,8
147,8
174,8
166,8
195,8
185,8
216,8
204,8
223,8
237,8
410,8
389,8
391,8
372,8
368,8
347,8
353,8
326,8
334,8
305,8
315,8
296,8
284,8
277,8
263,8
258,8
242,8
70,9
89,9
91,9
108,9
112,9
133,9
127,9
154,9
146,9
175,9
165,9
196,9
184,9
217,9
203,9
222,9
238,9
430,9
411,9
409,9
388,9
392,9
373,9
367,9
346,9
354,9
325,9
335,9
304,9
316,9
297,9
283,9
278,9
262,9
259,9
241,9
50,10
69,10
71,10
88,10
92,10
107,10
113,10
134,10
126,10
155,10
145,10
176,10
164,10
197,10
183,10
218,10
202,10
221,10
239,10
450,10
429,10
431,10
412,10
408,10
387,10
393,10
374,10
366,10
345,10
355,10
324,10
336,10
303,10
317,10
298,10
282,10
279,10
261,10
240,10
30,11
51,11
49,11
68,11
72,11
87,11
93,11
106,11
114,11
135,11
125,11
156,11
144,11
177,11
163,11
198,11
182,11
219,11
201,11
220,11
470,11
449,11
451,11
428,11
432,11
413,11
407,11
386,11
394,11
375,11
365,11
344,11
356,11
323,11
337,11
302,11
318,11
299,11
281,11
260,11
10,12
29,12
31,12
52,12
48,12
67,12
73,12
86,12
94,12
105,12
115,12
136,12
124,12
157,12
143,12
178,12
162,12
199,12
181,12
200,12
490,12
471,12
469,12
448,12
452,12
427,12
433,12
414,12
406,12
385,12
395,12
376,12
364,12
343,12
357,12
322,12
338,12
301,12
319,12
280,12
11,13
9,13
28,13
32,13
53,13
47,13
66,13
74,13
85,13
95,13
104,13
116,13
137,13
123,13
158,13
142,13
179,13
161,13
180,13
489,13
491,13
472,13
468,13
447,13
453,13
426,13
434,13
415,13
405,13
384,13
396,13
377,13
363,13
342,13
358,13
321,13
339,13
300,13
12,14
8,14
27,14
33,14
54,14
46,14
65,14
75,14
84,14
96,14
103,14
117,14
138,14
122,14
159,14
141,14
160,14
488,14
492,14
473,14
467,14
446,14
454,14
425,14
435,14
416,14
404,14
383,14
397,14
378,14
362,14
341,14
359,14
320,14
13,15
7,15
26,15
34,15
55,15
45,15
64,15
76,15
83,15
97,15
102,15
118,15
139,15
121,15
140,15
487,15
493,15
474,15
466,15
445,15
455,15
424,15
436,15
417,15
403,15
382,15
398,15
379,15
361,15
340,15
14,16
6,16
25,16
35,16
56,16
44,16
63,16
77,16
82,16
98,16
101,16
119,16
120,16
486,16
494,16
475,16
465,16
444,16
456,16
423,16
437,16
418,16
402,16
381,16
399,16
360,16
15,17
5,17
24,17
36,17
57,17
43,17
62,17
78,17
81,17
99,17
100,17
485,17
495,17
476,17
464,17
443,17
457,17
422,17
438,17
419,17
401,17
380,17
16,18
4,18
23,18
37,18
58,18
42,18
61,18
79,18
80,18
484,18
496,18
477,18
463,18
442,18
458,18
421,18
439,18
400,18
17,19
3,19
22,19
38,19
59,19
41,19
60,19
483,19
497,19
478,19
462,19
441,19
459,19
420,19
18,20
2,20
21,20
39,20
40,20
482,20
498,20
479,20
461,20
440,20
19,21
1,21
20,21
481,21
499,21
460,21
0,22
480,22
